https://music.163.com/news/0	x	1	x	x	{"pr": "0.2169", "adc": "", "pcLong": 0, "pct": 1738368000, "pt": 0, "pureTextLen": 200, "sr": 78, "spr": 4.407487186434163}
https://tieba.baidu.com/forum/thread-1	x	2	x	x	{"pr": "1.4715", "adc": "", "pcLong": 4294967296, "pct": 1560988800, "pt": 1573516800, "pureTextLen": 400, "sr": 85, "spr": 5.349412091486298}
https://music.163.com/list?page=2	x	5	x	x	{"pr": "0.1897", "adc": "", "pcLong": 8589934592, "pct": 1630281600000, "pt": 1458864000, "pureTextLen": 400, "sr": 79, "spr": 4.3482981258648055}
https://www.bendibao.com/article/3.html	x	5	x	x	{"pr": "4.0620", "adc": "", "pcLong": 0, "pct": 1545609600, "pt": 1718323200, "pureTextLen": 200, "sr": 67, "spr": 2.64500320079018}
https://www.moe.edu.cn/user/4/posts	x	5	x	x	{"pr": "0.6299", "adc": "{\"level\": 3}", "pcLong": 8606711808, "pct": 1555977600, "pt": 1568678400, "pureTextLen": 50, "sr": 90, "spr": 6.69235210046924}
https://music.163.com/news/5	x	3	x	x	{"pr": "2.0297", "adc": "", "pcLong": 8589934592, "pct": 1529798400000, "pt": 0, "pureTextLen": 200, "sr": 86, "spr": 4.781016815114465}
https://edu.example.edu.com/item/6	x	5	x	x	{"pr": "4.0432", "adc": "", "pcLong": 16777216, "pct": 1672963200, "pt": 1480896000, "pureTextLen": 800, "sr": 53, "spr": 1.590576462546193}
https://tieba.baidu.com/forum/thread-7	x	5	x	x	{"pr": "0.2609", "adc": "", "pcLong": 73728, "pct": 1646352000000, "pt": 1486339200, "pureTextLen": 400, "sr": 88, "spr": 5.109526307549842}
https://www.moe.edu.cn/user/8/posts	x	1	x	x	{"pr": "0.9709", "adc": "{\"level\": 3}", "pcLong": 275414786048, "pct": 1550880000, "pt": 1738454400, "pureTextLen": 50, "sr": 94, "spr": 6.4679371362703355}
https://shop.taobao.com/user/9/posts	x	3	x	x	{"pr": "1.1886", "adc": "", "pcLong": 2048, "pct": 1750464000, "pt": 1504483200, "pureTextLen": 50, "sr": 82, "spr": 6.194724969184527}
https://www.hknews.cn/article/10.html	x	3	x	x	{"pr": "1.1228", "adc": "", "pcLong": 537919488, "pct": 1593216000, "pt": 1511740800, "pureTextLen": 3000, "sr": 57, "spr": 2.292953244950957}
https://www.example.com/article/11.html	x	3	x	x	{"pr": "0.2073", "adc": "", "pcLong": 4194304, "pct": 1634342400, "pt": 1702857600, "pureTextLen": 800, "sr": 37, "spr": 0.889009450073977}
https://music.163.com/video/12	x	3	x	x	{"pr": "0.7235", "adc": "", "pcLong": 0, "pct": 1573344000, "pt": 1547251200, "pureTextLen": 50, "sr": 83, "spr": 4.783668383562222}
https://www.ucla.edu/	x	5	x	x	{"pr": "7.2230", "adc": "", "pcLong": 0, "pct": 1727308800, "pt": 1460073600, "pureTextLen": 50, "sr": 95, "spr": 7.865372376150799}
https://www.bendibao.com/u/14	x	1	x	x	{"pr": "1.0154", "adc": "", "pcLong": 0, "pct": 1628899200000, "pt": 1444003200, "pureTextLen": 50, "sr": 67, "spr": 3.133393377541998}
https://spam.example.org/u/15	x	2	x	x	{"pr": "0.3457", "adc": "", "pcLong": 65536, "pct": 1617321600, "pt": 0, "pureTextLen": 3000, "sr": 1, "spr": 0.43286413519791744}
https://edu.example.edu.com/list?page=16	x	5	x	x	{"pr": "0.7277", "adc": "", "pcLong": 0, "pct": 1719532800, "pt": 1635724800, "pureTextLen": 200, "sr": 54, "spr": 1.1602513758082857}
https://tieba.baidu.com/user/17/posts	x	2	x	x	{"pr": "1.1143", "adc": "", "pcLong": 8657043456, "pct": 1590969600, "pt": 1750204800, "pureTextLen": 3000, "sr": 89, "spr": 5.735553448121327}
https://www.hknews.cn/forum/thread-18	x	2	x	x	{"pr": "7.8701", "adc": "", "pcLong": 67110912, "pct": 1616457600, "pt": 0, "pureTextLen": 200, "sr": 59, "spr": 2.1287090458972306}
https://www.ucla.edu/	x	1	x	x	{"pr": "1.4524", "adc": "", "pcLong": 0, "pct": 1654992000, "pt": 1494201600, "pureTextLen": 3000, "sr": 86, "spr": 7.712115871320959}
https://www.smallsite.net/article/20.html	x	3	x	x	{"pr": "3.2644", "adc": "", "pcLong": 0, "pct": 0, "pt": 1519344000, "pureTextLen": 800, "sr": 21, "spr": 0.0}
https://news.sina.com.cn/video/21	x	1	x	x	{"pr": "0.2918", "adc": "{\"level\": 1}", "pcLong": 589824, "pct": 1516579200, "pt": 1503619200, "pureTextLen": 200, "sr": 86, "spr": 4.5787715392298916}
https://www.zhihu.com/user/22/posts	x	5	x	x	{"pr": "5.3042", "adc": "", "pcLong": 274877906944, "pct": 1657670400, "pt": 0, "pureTextLen": 200, "sr": 92, "spr": 7.290726864767746}
https://www.ucla.edu/item/23	x	5	x	x	{"pr": "1.2295", "adc": "", "pcLong": 16777216, "pct": 1702339200, "pt": 1650412800, "pureTextLen": 50, "sr": 88, "spr": 7.317202278216259}
https://music.163.com/	x	0	x	x	{"pr": "1.4952", "adc": "", "pcLong": 0, "pct": 1645056000, "pt": 0, "pureTextLen": 400, "sr": 79, "spr": 4.973382275341634}
https://www.ucla.edu/article/25.html	x	2	x	x	{"pr": "0.9711", "adc": "", "pcLong": 284004720640, "pct": 1521158400, "pt": 0, "pureTextLen": 3000, "sr": 94, "spr": 7.708266156580063}
https://www.ucla.edu/user/26/posts	x	2	x	x	{"pr": "1.7391", "adc": "", "pcLong": 0, "pct": 1576540800, "pt": 1455062400, "pureTextLen": 3000, "sr": 85, "spr": 7.276912348250921}
https://www.hknews.cn/forum/thread-27	x	5	x	x	{"pr": "0.8178", "adc": "", "pcLong": 4294967296, "pct": 1727308800, "pt": 1710374400, "pureTextLen": 3000, "sr": 59, "spr": 1.5917109841528805}
https://music.163.com/forum/thread-28	x	1	x	x	{"pr": "2.3106", "adc": "", "pcLong": 0, "pct": 1735948800, "pt": 1725926400, "pureTextLen": 50, "sr": 87, "spr": 4.669652126185719}
